0.00423184	0
0.00423192	0.01
0.00423233	0.02
0.00423309	0.03
0.00423421	0.04
0.0042357	0.05
0.00423759	0.06
0.00423991	0.07
0.00424269	0.08
0.00424598	0.09
0.00424983	0.1
0.00425431	0.11
0.00425947	0.12
0.00426537	0.13
0.00427208	0.14
0.00427965	0.15
0.00428815	0.16
0.00429762	0.17
0.00430812	0.18
0.0043197	0.19
0.00433241	0.2
0.0043463	0.21
0.0043614	0.22
0.00437776	0.23
0.00439541	0.24
0.00441438	0.25
0.00443469	0.26
0.00445638	0.27
0.00447946	0.28
0.00450396	0.29
0.00452988	0.3
0.00455724	0.31
0.00458604	0.32
0.0046163	0.33
0.00464802	0.34
0.00468119	0.35
0.00471581	0.36
0.00475188	0.37
0.00478939	0.38
0.00482832	0.39
0.00486867	0.4
